CITY,,,SUB REGION,,,id_outlet,
,,,,,,64034-ESK-8 ILIR-ILIR TIMUR II-PALEMBANG,110293
,,,,,,64032-ALI-27 ILIR-ILIR BARAT II-PALEMBANG,110294
,,,,,,64031-DIM-5 ULU-SEBERANG ULU I-PALEMBANG,110295
,,,,,,64030-MAD-8 ILIR-ILIR TIMUR II-PALEMBANG,110296
,,,,,,64029_R1-RAN-SRI JAYA-ALANG-ALANG LEBAR-PALEMBANG,110297
,,,,,,64025-DUT-16 ULU-SEBERANG ULU II-PALEMBANG,110298
,,,,,,64024-KIK-PLAJU ILIR-PLAJU-PALEMBANG,110299
,,,,,,64022-BEL-TUAN KENTANG-SEBERANG ULU I-PALEMBANG,110300
,,,,,,64021-DES-5 ULU-SEBERANG ULU I-PALEMBANG,110301
,,,,,,64020-RIC-OGAN BARU-KERTAPATI-PALEMBANG,110302
,,,,,,64019-KEI-12 ULU-SEBERANG ULU II-PALEMBANG,110303
,,,,,,64018-ILI-12 ULU-SEBERANG ULU II-PALEMBANG,110304
,,,,,,64017-TOP-11 ULU-SEBERANG ULU II-PALEMBANG,110305
,,,,,,64016-EFR-TALANG BUBUK-PLAJU-PALEMBANG,110306
,,,,,,64015-FAM-BAGUS KUNING-PLAJU-PALEMBANG,110307
,,,,,,64013-ADH-LAWANG KIDUL-ILIR TIMUR II-PALEMBANG,110308
,,,,,,64012-CAH-2 ILIR-ILIR TIMUR II-PALEMBANG,110309
,,,,,,64010-R1-AND-5 ILIR-ILIR TIMUR II-PALEMBANG,110310
,,,,,,64009_R1-INE-BUKIT LAMA-ILIR BARAT I-PALEMBANG,110311
,,,,,,64008-KEV-32 ILIR-ILIR BARAT II-PALEMBANG,110312
,,,,,,64007_R1-AFK-BAGUS KUNING-PLAJU-PALEMBANG,110313
,,,,,,64005-PAL-27 ILIR-ILIR BARAT II-PALEMBANG,110314
,,,,,,64004-UMA-26 ILIR D. I-ILIR BARAT I-PALEMBANG,110315
,,,,,,64003-NUR-PLAJU ULU-PLAJU-PALEMBANG,110316
,,,,,,64002-TRI-LAWANG KIDUL-ILIR TIMUR II-PALEMBANG,110317
,,,,,,64001-VAR-SUKA RAMI-SUKARAMI-PALEMBANG,110318
,,,,,,62030-SYA-PADANG SERAI-KAMPUNG MELAYU-BENGKULU,110319
,,,,,,62029-DZA-SUMUR DEWA-SELEBAR-BENGKULU,110320
,,,,,,62028_R1-RAH-PAGAR DEWA-SELEBAR-BENGKULU,110321
,,,,,,62027-RUM-KANDANG-KAMPUNG MELAYU-BENGKULU,110322
,,,,,,62026-VIR-PAGAR DEWA-SELEBAR-BENGKULU,110323
,,,,,,62025-ZHA-LINGKAR TIMUR-SINGARAN PATI-BENGKULU,110324
,,,,,,62024-VEN-SAWAH LEBAR-RATU AGUNG-BENGKULU,110325
,,,,,,62023-R1-EMN -PANORAMA-SINGARAN PATI-BENGKULU,110326
,,,,,,62022-PAR-JALAN GEDANG-GADING CEMPAKA-BENGKULU,110327
,,,,,,62020-LUL-PAGAR DEWA-SELEBAR-BENGKULU,110328
,,,,,,62019-VIC-PEKANG SABTU-SELEBAR-BENGKULU,110329
,,,,,,62018-R1-DIN-SUKARAMI-SELEBAR-BENGKULU,110330
,,,,,,62017-R1-RAT-ANGGUT BAWAH-RATU SAMBAN-BENGKULU,110331
,,,,,,62016_R2-FYA-SUMUR MELELEH-TELUK SEGARA-BENGKULU,110332
,,,,,,62015-DEL-PENGGANTUNGAN-RATU SAMBAN-BENGKULU,110333
,,,,,,62014-PON-SUKA MERINDU-SUNGAI SERUT-BENGKULU,110334
,,,,,,62013-GAL-KEBUN KENANGA-RATU AGUNG-BENGKULU,110335
,,,,,,62012-AZI-SAWAH LEBAR-RATU AGUNG-BENGKULU,110336
,,,,,,62011-R1-BOB-KEBUN GERAN-RATU SAMBAN-BENGKULU,110337
,,,,,,62010-WAN-JITRA-TELUK SEGARA-BENGKULU,110338
,,,,,,62009-NIN-PASAR BARU-TELUK SEGARA-BENGKULU,110339
,,,,,,62008-YOG-PASAR BARU-TELUK SEGARA-BENGKULU,110340
,,,,,,62007-CIK-ANGGUT ATAS-RATU SAMBAN-BENGKULU,110341
,,,,,,62006-FEB-PENURUNAN-RATU SAMBAN-BENGKULU,110342
,,,,,,62005-BUC-TENGAH PADANG-TELUK SEGARA-BENGKULU,110343
,,,,,,62004-YUR-KEBUN KELING-TELUK SEGARA-BENGKULU,110344
,,,,,,62003-R1-REJ-KEBUN KENANGA-RATU AGUNG-BENGKULU,110345
,,,,,,62001_R1-BOB-ANGGUT ATAS-RATU SAMBAN-BENGKULU,110346
,,,,,,61060-ARJ-ENGGAL-ENGGAL-BANDAR LAMPUNG,110347
,,,,,,61057-DER-JAGABAYA II-WAY HALIM-BANDAR LAMPUNG,110348
,,,,,,61056-SHA-WAY DADI-SUKARAME-BANDAR LAMPUNG,110349
,,,,,,61055-ALV-WAY DADI-SUKARAME-BANDAR LAMPUNG,110350
,,,,,,61053-KIE-TANJUNG SENANG-TANJUNG SENANG-BANDAR LAMPUNG,110351
,,,,,,61052-RES-LABUHAN DALAM-TANJUNG SENANG-BANDAR LAMPUNG,110352
,,,,,,61048-TOB-LABUHAN RATU-LABUHAN RATU-BANDAR LAMPUNG,110353
,,,,,,61047-NN -RAJABASA-RAJABASA-BANDAR LAMPUNG,110354
,,,,,,61046-CAH-RAJABASA-RAJABASA-BANDAR LAMPUNG,110355
,,,,,,61042-PG -GEDONG AIR-TANJUNGKARANG BARAT-BANDAR LAMPUNG,110356
,,,,,,61041-MMC-LANGKAPURA-LANGKAPURA-BANDAR LAMPUNG,110357
,,,,,,61035-2D -SAWAH LAMA-TANJUNGKARANG TIMUR-BANDAR LAMPUNG,110358
,,,,,,61034-FAM-TANJUNG AGUNG-TANJUNGKARANG TIMUR-BANDAR LAMPUNG,110359
,,,,,,61032-ALI-ENGGAL-ENGGAL-BANDAR LAMPUNG,110360
,,,,,,61031-HA@-LANGKAPURA-LANGKAPURA-BANDAR LAMPUNG,110361
,,,,,,61028-WIE-TANJUNG AGUNG-TANJUNGKARANG TIMUR-BANDAR LAMPUNG,110362
,,,,,,61026-KIN-TANJUNGBARU-KEDAMAIAN-BANDAR LAMPUNG,110363
,,,,,,61025-YOD-KEDAMAIAN-KEDAMAIAN-BANDAR LAMPUNG,110364
,,,,,,61024-IMA-BERINGIN JAYA-KEMILING-BANDAR LAMPUNG,110365
,,,,,,61023-CAK-LABUHAN RATU-LABUHAN RATU-BANDAR LAMPUNG,110366
,,,,,,61019-TAM-TELUKBETUNG-TELUKBETUNG SELATAN-BANDAR LAMPUNG,110367
,,,,,,61017_R1-WUL-SUMBER REJO-KEMILING-BANDAR LAMPUNG,110368
,,,,,,61016-KAW-GUNUNGSULAH-WAY HALIM-BANDAR LAMPUNG,110369
,,,,,,61013-DEN-RAJABASA-RAJABASA-BANDAR LAMPUNG,110370
,,,,,,61012-FIF-RAJABASA RAYA-RAJABASA-BANDAR LAMPUNG,110371
,,,,,,61008-BAS-SUMUR PUTRI-TELUKBETUNG SELATAN-BANDAR LAMPUNG,110372
,,,,,,61006_R1-MAE-SUMBER REJO-KEMILING-BANDAR LAMPUNG,110373
,,,,,,61005-CAH-GEDONG MENENG BARU-RAJABASA-BANDAR LAMPUNG,110374
,,,,,,61004-YUD-GUNUNGAGUNG-LANGKAPURA-BANDAR LAMPUNG,110375
,,,,,,61003-SIM-KELAPA TIGA PERMAI-TANJUNGKARANG BARAT-BANDAR LAMPUNG,110376
,,,,,,55060-LIA-PUNGGOLAKA-PUUWATU-KENDARI,110377
,,,,,,55059-KEC-MANDONGA-MANDONGA-KENDARI,110378
,,,,,,55058_R38-GIS-TOBUUHA-PUUWATU-KENDARI,110379
,,,,,,55057-BER-BENDE-KADIA-KENDARI,110380
,,,,,,55056-FAI-MANDONGA-MANDONGA-KENDARI,110381
,,,,,,55055_R35-FAR-KADIA-KADIA-KENDARI,110382
,,,,,,55054-GEN-PONGGOLAKA-PUWATU-KENDARI,110383
,,,,,,55053_R33-ZAH-ANDONOHU-POASIA-KENDARI,110384
,,,,,,55052-HAF-TIPULU-KENDARI BARAT-KENDARI,110385
,,,,,,55051-FAD-PONGGOLAKA-PUWATU-KENDARI,110386
,,,,,,55050-NIK-PONGGOLAKA-PUWATU-KENDARI,110387
,,,,,,55049_R29-KEY-LAHUNDAPE-KENDARI BARAT-KENDARI,110388
,,,,,,55048-ADH-ANAIWOI-WUA-WUA-KENDARI,110389
,,,,,,55047_R27-KEY-KORUMBA-MANDONGA-KENDARI,110390
,,,,,,55046-GAN-BENU-BENUA-KENDARI BARAT-KENDARI,110391
,,,,,,55045-RUM-BENDE-BENDE-KENDARI,110392
,,,,,,55044-GSM-MANDONGA-MANDONGA-KENDARI,110393
,,,,,,55043-EXE-TIPULU-KENDARI BARAT-KENDARI,110394
,,,,,,55040_R20-27 -KEMARAYA-KENDARI BARAT-KENDARI,110395
,,,,,,55039-TUB-MATAIWOI-WUA-WUA-KENDARI,110396
,,,,,,55038-ONE-KADIA-KADIA-KENDARI,110397
,,,,,,55037_R17-RAM-BENDE-KADIA-KENDARI,110398
,,,,,,55036-HEL-BARUGA-BARUGA-KENDARI,110399
,,,,,,55035-KEN-WATUBANGGA-BARUGA-KENDARI,110400
,,,,,,55034_R14-HEA-BENDE-KADIA-KENDARI,110401
,,,,,,55032-FAD-LEPO LEPO-BARUGA-KENDARI,110402
,,,,,,55031-MAS-LEPO LEPO-BARUGA-KENDARI,110403
,,,,,,55030-GFK-BARUGA-BARUGA-KENDARI,110404
,,,,,,55029-GRE-BONGGOEYA-WUA-WUA-KENDARI,110405
,,,,,,55028_R8-SAN-KEMARAYA-KENDARI BARAT-KENDARI,110406
,,,,,,55027_R7-JEA-PUNGGOLAKA-PUUWATU-KENDARI,110407
,,,,,,55026-TRA-TOBUUHA-PUUWATU-KENDARI,110408
,,,,,,55025-AZW-BENDE-KADIA-KENDARI,110409
,,,,,,55024_R4-ZEI-MANDONGA-MANDONGA-KENDARI,110410
,,,,,,55022_R2-HEA-KEMARAYA-KENDARI BARAT-KENDARI,110411
,,,,,,52052-LA -DAYA-BIRINGKANAYA-MAKASSAR (MASTERBAR),110412
,,,,,,52030-BIR-PAI-BIRINGKANAYA-MAKASSAR (MASTERBAR),110413
,,,,,,52029-99 -SUDIANG RAYA-BIRINGKANAYA-MAKASSAR (MASTERBAR),110414
,,,,,,52027-SIM-SUDIANG RAYA-BIRINGKANAYA-MAKASSAR (MASTERBAR),110415
,,,,,,52026-ALN-PARANG LOE-TAMALANREA-MAKASSAR (MASTERBAR),110416
,,,,,,52025-RIN-PACCERAKKANG-BIRINGKANAYA-MAKASSAR (MASTERBAR),110417
,,,,,,52023-SUL-DAYA-BIRINGKANAYA-MAKASSAR (MASTERBAR),110418
,,,,,,52021-NAN-KAPASA-TAMALANREA-MAKASSAR (MASTERBAR),110419
,,,,,,52020-ACC-KAPASA-TAMALANREA-MAKASSAR (MASTERBAR),110420
,,,,,,52019-RAS-TAMALANREA JAYA-TAMALANREA-MAKASSAR (MASTERBAR),110421
,,,,,,52018-FIT-TAMALANREA INDAH-TAMALANREA-MAKASSAR (MASTERBAR),110422
,,,,,,52017-TM -TAMALANREA-TAMALANREA-MAKASSAR (MASTERBAR),110423
,,,,,,52016-ARA-BORONG-MANGGALA-MAKASSAR (MASTERBAR),110424
,,,,,,52013-TIK-BANGKALA-MANGGALA-MAKASSAR (MASTERBAR),110425
,,,,,,52011-K.C-BATUA-MANGGALA-MAKASSAR (MASTERBAR),110426
,,,,,,52010-RUS-PAI-BIRINGKANAYA-MAKASSAR (MASTERBAR),110427
,,,,,,962085_R1-ALA-BULOA-TALLO-MAKASSAR (MASKOTRA),110428
,,,,,,51045-ISR-PARANG LAYANG-BONTOALA-MAKASAR,110429
,,,,,,51044-ALM-PARANG LAYANG-BONTOALA-MAKASAR,110430
,,,,,,51042-N.A-MANNURUKI-TAMALATE-MAKASAR,110431
,,,,,,51030-ARS-MARICAYA BARU-MAKASAR-MAKASSAR (MASKOTRA),110432
,,,,,,51029-LAK-MACCINI-MAKASAR-MAKASSAR (MASKOTRA),110433
,,,,,,51026-MIL-BUA KANA-RAPPOCINI-MAKASSAR (MASKOTRA),110434
,,,,,,51025-AJI-MAMAJANG DALAM-MAMAJANG-MAKASSAR (MASKOTRA),110435
,,,,,,51024-AIR-BONTO LEBANG-MAMAJANG-MAKASSAR (MASKOTRA),110436
,,,,,,51023-ARN-JONGAYA-TAMALATE-MAKASSAR (MASKOTRA),110437
,,,,,,51021-RSR-SINRIJALA-PANAKUKKANG-MAKASSAR (MASKOTRA),110438
,,,,,,51019_R1-YAN-PARANG TAMBUNG-TAMALATE-MAKASSAR (MASKOTRA),110439
,,,,,,51017-IND-RAPPOCINI-RAPPOCINI-MAKASSAR (MASKOTRA),110440
,,,,,,51015-AZK-PAMPANG-PANAKUKKANG-MAKASSAR (MASKOTRA),110441
,,,,,,51013-AR -LETTE-MARISO-MAKASSAR (MASKOTRA),110442
,,,,,,51012-AMI-MARIO-MARISO-MAKASSAR (MASKOTRA),110443
,,,,,,51008-GAL-KUNJUNG MAE-MARISO-MAKASSAR (MASKOTRA),110444
,,,,,,51007-MIN-BARANA-MAKASAR-MAKASSAR (MASKOTRA),110445
,,,,,,51004-REZ-MELAYU-WAJO-MAKASSAR (MASKOTRA),110446
,,,,,,51003-GAU-LAYANG-BONTOALA-MAKASSAR (MASKOTRA),110447
,,,,,,51002-AQI-PARANG LAYANG-BONTOALA-MAKASSAR (MASKOTRA),110448
,,,,,,51001-MEG-GUSUNG-UJUNG TANAH-MAKASSAR (MASKOTRA),110449
,,,,,,73026_R1-DAF-DADOK TUNGGUL HITAM-KOTO TANGAH-PADANG,110450
,,,,,,73025-YEY-JATI BARU-PADANG TIMUR-PADANG,110451
,,,,,,73024-AUR-KURANJI-KURANJI-PADANG,110452
,,,,,,73023-ONE-PURUS-PADANG BARAT-PADANG,110453
,,,,,,73021-ABI-KORONG GADANG-KURANJI-PADANG,110454
,,,,,,73019-SAR-LOLONG BELANTI-PADANG UTARA-PADANG,110455
,,,,,,73018-DJ -DADOK TUNGGUL HITAM-KOTO TANGAH-PADANG,110456
,,,,,,73017-TAU-LUBUK BUAYA-KOTO TANGAH-PADANG,110457
,,,,,,73015_R1-UP -ALAI PARAK KOPI-PADANG UTARA-PADANG,110458
,,,,,,73014-TAQ-GANTING PARAK GADANG-PADANG TIMUR-PADANG,110459
,,,,,,73013-PER-KAPALO KOTO-PAUH-PADANG,110460
,,,,,,73009-SEN-KURANJI-KURANJI-PADANG,110461
,,,,,,73005-RAZ-PAMPANGAN NAN XX-LUBUK BEGALUNG-PADANG,110462
,,,,,,73003-NAN-KAMPUNG OLO-NANGGALO-PADANG,110463
,,,,,,73002-ANG-KAMPUNG LAPAI-NANGGALO-PADANG,110464
,,,,,,73001-HAL-GUNUNG PANGILUN-PADANG UTARA-PADANG,110465
,,,,,,72056-DOL-SITIREJO I-MEDAN KOTA-MEDAN,110466
,,,,,,72054-ENO-TEGAL SARI III-MEDAN AREA-MEDAN,110467
,,,,,,72053-DEN-SUKARAMAI II-MEDAN AREA-MEDAN,110468
,,,,,,72052-HAR-BINJAI-MEDAN DENAI-MEDAN,110469
,,,,,,72051-MAR-BESAR-MEDAN LABUHAN-MEDAN,110470
,,,,,,72049-AZY-BESAR-MEDAN LABUHAN-MEDAN,110471
,,,,,,72048-EKA-BESAR-MEDAN LABUHAN-MEDAN,110472
,,,,,,72045-VIT-TITI RANTE-MEDAN BARU-MEDAN,110473
,,,,,,72044-YAN-DWI KORA-MEDAN HELVETIA-MEDAN,110474
,,,,,,72043-ARI-DWI KORA-MEDAN HELVETIA-MEDAN,110475
,,,,,,72041-CLA-SUNGGAL-MEDAN SUNGGAL-MEDAN,110476
,,,,,,72040-ATH-TEGAL SARI III-MEDAN AREA-MEDAN,110477
,,,,,,72039-BRO-TEGAL S MANDALA III-MEDAN DENAI-MEDAN,110478
,,,,,,72038-ALY-DENAI-MEDAN DENAI-MEDAN,110479
,,,,,,72037-SRI-TANJUNG REJO-MEDAN SUNGGAL-MEDAN,110480
,,,,,,72032-NIK-PANGKALAN MANSUR-MEDAN JOHOR-MEDAN,110481
,,,,,,72031-NET-PANGKALAN MANSUR-MEDAN JOHOR-MEDAN,110482
,,,,,,72030-NIN-AMPLAS-MEDAN AMPLAS-MEDAN,110483
,,,,,,72029_R3-KP -SEI SIKAMBING B-MEDAN SUNGGAL-MEDAN,110484
,,,,,,72028-FER-SIMPANG SELAYANG-MEDAN TUNTUNGAN-MEDAN,110485
,,,,,,72027_R1-FIT-LABUHAN DELI-MEDAN MARELAN-MEDAN,110486
,,,,,,72026_R1-BER-SUKA MAJU-MEDAN JOHOR-MEDAN,110487
,,,,,,72025_R1-ANU-TANGKAHAN-MEDAN LABUHAN-MEDAN,110488
,,,,,,72024-RAT-TEGAL S MANDALA II-MEDAN DENAI-MEDAN,110489
,,,,,,72023-ARA-TEGAL S MANDALA I-MEDAN DENAI-MEDAN,110490
,,,,,,72022-TER-DENAI-MEDAN DENAI-MEDAN,110491
,,,,,,72020-ADN-DENAI-MEDAN DENAI-MEDAN,110492
,,,,,,72018-GOE-TITI RANTE-MEDAN BARU-MEDAN,110493
,,,,,,72017_R1-DWI-HELVETIA-MEDAN HELVETIA-MEDAN,110494
,,,,,,72016-GAP-HELVETIA-MEDAN HELVETIA-MEDAN,110495
,,,,,,72015_R1-MAR-BABURA SUNGGAL-MEDAN SUNGGAL-MEDAN,110496
,,,,,,72014_R1-ETE-SUNGGAL-MEDAN SUNGGAL-MEDAN,110497
,,,,,,72013-MEG-SEI SIKAMBING B-MEDAN SUNGGAL-MEDAN,110498
,,,,,,72011_R1-LAL-TEGALREJO-MEDAN PERJUANGAN-MEDAN,110499
,,,,,,72010_R1-ANU-TEGALREJO-MEDAN PERJUANGAN-MEDAN,110500
,,,,,,72009_R1-FAU-TANGKAHAN-MEDAN LABUHAN-MEDAN,110501
,,,,,,72005-DED-SIDOREJO-MEDAN TEMBUNG-MEDAN,110502
,,,,,,72003-RYA-PANGKALAN MANSUR-MEDAN JOHOR-MEDAN,110503
,,,,,,72002_R1-CIN-TANJUNG GUSTA-MEDAN HELVETIA-MEDAN,110504
,,,,,,72001-MCN-PANGKALAN MANSUR-MEDAN JOHOR-MEDAN,110505
,,,,,,70002_R1-S2 -SUNGGAL-MEDAN SUNGGAL-MEDAN,110506
,,,,,,943050_R2-PER-BULIANG-BATU AJI-BATAM,110507
,,,,,,943049_R1-LAY-BULIANG-BATU AJI-BATAM,110508
,,,,,,71050-KEN-BULIANG-BATU AJI-BATAM,110509
,,,,,,71048-MAN-TEMBESI-SAGULUNG-BATAM,110510
,,,,,,71046_R1-DAY-TIBAN BARU-SEKUPANG-BATAM,110511
,,,,,,71044-KEN-BULIANG-BATU AJI-BATAM,110512
,,,,,,71041-ADE-BULIANG-BATU AJI-BATAM,110513
,,,,,,71039-R1-BIN-TAMAN BALOI-BATAM KOTA-BATAM,110514
,,,,,,71038-ROS-SAGULUNG KOTA-SAGULUNG-BATAM,110515
,,,,,,71036-R1-AYU-TEMBESI-SAGULUNG-BATAM,110516
,,,,,,71034_R1-EVA-TANJUNG UNCANG-BATU AJI-BATAM,110517
,,,,,,71031_R1-CAN-BALOI PERMAI-BATAM KOTA-BATAM,110518
,,,,,,71027_R1-MEG-TEMBESI-SAGULUNG-BATAM,110519
,,,,,,71026_R2-TYA-TANJUNG UNCANG-BATU AJI-BATAM,110520
,,,,,,71025-DED-SUNGAI HARAPAN-SEKUPANG-BATAM,110521
,,,,,,71024-R1-ADI-SUNGAI HARAPAN-SEKUPANG-BATAM,110522
,,,,,,71022_R2-PER-BULIANG-BATU AJI-BATAM,110523
,,,,,,71021-R1-SIN-BALOI PERMAI-BATAM KOTA-BATAM,110524
,,,,,,71020-UJA-BALOI PERMAI-BATAM KOTA-BATAM,110525
,,,,,,71019-R1-ZIT-TAMAN BALOI-BATAM KOTA-BATAM,110526
,,,,,,71018-GOL-TAMAN BALOI-BATAM KOTA-BATAM,110527
,,,,,,71017-DIN-MUKA KUNING-SEI BEDUK-BATAM,110528
,,,,,,71016-KIN-MANGSANG-SEI BEDUK-BATAM,110529
,,,,,,71015-V C-MANGSANG-SEI BEDUK-BATAM,110530
,,,,,,71013_R1-ADI-SAGULUNG KOTA-SAGULUNG-BATAM,110531
,,,,,,71012-R1-STA-SAGULUNG KOTA-SAGULUNG-BATAM,110532
,,,,,,71011-STA-SAGULUNG KOTA-SAGULUNG-BATAM,110533
,,,,,,71010-LUC-SUNGAI PELUNGGUT-SAGULUNG-BATAM,110534
,,,,,,71009-R1-DUT-SUNGAI PELUNGGUT-SAGULUNG-BATAM,110535
,,,,,,71001-VAN-SAGULUNG KOTA-SAGULUNG-BATAM,110536
,,,,,,68030-JUV-DAMAI-TANJUNG PANDAN-TANJUNG PANDAN,110537
,,,,,,68029-TER-PAAL SATU-TANJUNG PANDAN-TANJUNG PANDAN,110538
,,,,,,68028-UZV-PAAL SATU-TANJUNG PANDAN-TANJUNG PANDAN,110539
,,,,,,68027-LIN-PAAL SATU-TANJUNG PANDAN-TANJUNG PANDAN,110540
,,,,,,68026-COK-PARIT-TANJUNG PANDAN-TANJUNG PANDAN,110541
,,,,,,68025-ARL-PARIT-TANJUNG PANDAN-TANJUNG PANDAN,110542
,,,,,,68024-SIN-PARIT-TANJUNG PANDAN-TANJUNG PANDAN,110543
,,,,,,68023-SY -AIR MERBAU-TANJUNG PANDAN-TANJUNG PANDAN,110544
,,,,,,68022-TC -AIR SAGA-TANJUNG PANDAN-TANJUNG PANDAN,110545
,,,,,,68021-QQ-AIR KETEKOK-TANJUNG PANDAN-TANJUNG PANDAN,110546
,,,,,,68020-HUB-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110547
,,,,,,68019-CER-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110548
,,,,,,68018-GHO-AIR RAYA-TANJUNG PANDAN-TANJUNG PANDAN,110549
,,,,,,68016-NAN-AIR RAYA-TANJUNG PANDAN-TANJUNG PANDAN,110550
,,,,,,68015-GRA-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110551
,,,,,,68014-API-PANGKAL LALANG-TANJUNG PANDAN-TANJUNG PANDAN,110552
,,,,,,68013-HY -AIR SAGA-TANJUNG PANDAN-TANJUNG PANDAN,110553
,,,,,,68012-OVI-PARIT-TANJUNG PANDAN-TANJUNG PANDAN,110554
,,,,,,68011-ONE-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110555
,,,,,,68010-STA-DUKONG-TANJUNG PANDAN-TANJUNG PANDAN,110556
,,,,,,68008-GAJ-AIR RAYA-TANJUNG PANDAN-TANJUNG PANDAN,110557
,,,,,,68007-INT-PANGKAL LALANG-TANJUNG PANDAN-TANJUNG PANDAN,110558
,,,,,,68006-AND-PANGKAL LALANG-TANJUNG PANDAN-TANJUNG PANDAN,110559
,,,,,,68005-NAG-AIR RAYA-TG PANDAN-TG PANDAN,110560
,,,,,,68004-24C-PAL SATU-TANJUNG PANDAN-TANJUNG PANDAN,110561
,,,,,,68003-ABR-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110562
,,,,,,68002-RAF-LESUNG BATANG-TANJUNG PANDAN-TANJUNG PANDAN,110563
,,,,,,68001-SEL-PERAWAS-TANJUNG PANDAN-TANJUNG PANDAN,110564
,,,,,,60009-MAY-AIR MERBAU-TANJUNG PANDAN-TANJUNG PANDAN,110565
,,,,,,67030-DEV-OPAS-TAMAN SARI-PANGKALPINANG,110566
,,,,,,67029-YEN-SEMABUNG BARU-BUKIT INTAN-PANGKALPINANG,110567
,,,,,,67028-AON-BUKIT SARI-GERUNGGANG-PANGKALPINANG,110568
,,,,,,67027-AME-PINTU AIR-RANGKUI-PANGKALPINANG,110569
,,,,,,67026-FAU-SEMABUNG LAMA-BUKIT INTAN-PANGKALPINANG,110570
,,,,,,67025-ALG-GABEK 2-PANGKALBALAM-PANGKALPINANG,110571
,,,,,,67024_R6-BC2-BUKITSARI-GERUNGGANG-PANGKAL PINANG,110572
,,,,,,67023-WIN-ASAM-RANGKUI-PANGKALPINANG,110573
,,,,,,67022-YUR-ASAM-RANGKUI-PANGKALPINANG,110574
,,,,,,67021-ADE-GABEK 1-GABEK-PANGKALPINANG,110575
,,,,,,67020-HIJ-AMPUI-PANGKALBALAM-PANGKALPINANG,110576
,,,,,,67019-ABI-KACANG PEDANG-GERUNGGANG-PANGKALPINANG,110577
,,,,,,67018-ARI-KACANG PEDANB-GERUNGGANG-PANGKALPING,110578
,,,,,,67017-ALA-PINTU AIR-RANGKUI-PANGKALPINANG,110579
,,,,,,67016_R2-AIR-OPAS INDAH-TAMAN SARI-PANGKAL PINANG,110580
,,,,,,67015-ASI-BUKIT MERAPIN-GERUNGGANG-PANGKALPINANG,110581
,,,,,,67014-BAR-BUKIT MERAPIN-GERUNGGANG-PANGKALPINANG,110582
,,,,,,67013_R5-ORT-RAWA BANGUN-TAMAN SARI-PANGKAL PINANG,110583
,,,,,,67012-LIA-GABEK 1-PANGKALBALAM-PANGKALPINANG,110584
,,,,,,67011-V3 -AMPUI-PANGKAL BALAM-PANGKALPINANG,110585
,,,,,,67010_R4-NAB-MELINTANG-RANGKUI-PANGKAL PINANG,110586
,,,,,,67009-DIA-KACANG PEDANG-GERUNGGANG-PANGKALPINANG,110587
,,,,,,67008-BUN-KACANG PEDANG-GERUNGGANG-PANGKALPINANG,110588
,,,,,,67007-PS -MELINTANG-RANGKUI-PANGKALPINANG,110589
,,,,,,67006_R3-WIR-MASJID JAMIK-RANGKUI-PANGKAL PINANG,110590
,,,,,,67005-DEV-RAWA BANGUN-TAMAN SARI-PANGKALPINANG,110591
,,,,,,67004_R1-HIK-MELINTANG-RANGKUI-PANGKAL PINANG,110592
,,,,,,67003-FC -MELINTANG-RANGKUI-PANGKALPINANG,110593
,,,,,,67002-BUN-KERAMAT-RANGKUI-PANGKALPINANG,110594
,,,,,,67001-BAR-TUA TUNU-GERUNGGANG-PANGKALPINANG,110595
,,,,,,66050-VIN-TALANG BANJAR-JAMBI TIMUR-JAMBI,110596
,,,,,,66049-AZI-LEBAK BANDUNG-JELUTUNG-JAMBI,110597
,,,,,,66048-HAF-PAKUAN BARU-JAMBI SELATAN-JAMBI,110598
,,,,,,66046-GYO-TALANG BANJAR-JAMBI TIMUR-JAMBI,110599
,,,,,,66045-DEW-THEHOK-JAMBI SELATAN-JAMBI,110600
,,,,,,66041-ARI-TELANAIPURA-TELANAIPURA-JAMBI,110601
,,,,,,66039-AS -SUNGAI ASAM-PASAR JAMBI-JAMBI,110602
,,,,,,66038-COM-PAYO SELINCAH-PAAL MERAH-JAMBI,110603
,,,,,,66037-KAS-KASANG-JAMBI TIMUR-JAMBI,110604
,,,,,,66033-ALF-LEBAK BANDUNG-JELUTUNG-JAMBI,110605
,,,,,,66011-AFL-PASIR PANJANG-DANAU TELUK-JAMBI,110606
,,,,,,66030-KAU-LEGOK-DANAU SIPIN-JAMBI,110607
,,,,,,66028_R2-JON-KENALI BESAR-ALAM BARAJO-JAMBI,110608
,,,,,,66027-GIT-SOLOK SIPIN-DANAU SIPIN-JAMBI,110609
,,,,,,66026-8G-PAKUAN BARU-JAMBI SELATAN-JAMBI,110610
,,,,,,66021-RIT-TANJUNG PASIR-DANAU TELUK-JAMBI,110611
,,,,,,66020-SAF-OLAK KEMANG-DANAU TELUK-JAMBI,110612
,,,,,,66018-Q C-TENGAH-PELAYANGAN-JAMBI,110613
,,,,,,66017-IKH-RAWA SARI-ALAM BARAJO-JAMBI,110614
